duration,shap_duration,credit_amount,shap_credit_amount,installment_rate,shap_installment_rate,present_residence,shap_present_residence,age,shap_age,number_credits,shap_number_credits,people_liable,shap_people_liable,foreign_worker,shap_foreign_worker,checking_status,shap_checking_status,credit_history,shap_credit_history,purpose,shap_purpose,savings_status,shap_savings_status,employment,shap_employment,personal_status,shap_personal_status,other_parties,shap_other_parties,property_magnitude,shap_property_magnitude,other_payment_plans,shap_other_payment_plans,housing,shap_housing,job,shap_job,own_telephone,shap_own_telephone,label,pred_proba,pred_label
18,-0.017703347,884,-0.00041771866,4,0.032431927,4,0.09341993,36,0.021467097,1,-0.00087886443,2,-0.054521274,1,-0.0015179389,3,-0.07584331,1,0.003928054,1,-0.081416726,2,0.08078048,5,0.060741417,5,0.11937623,1,0.0009734634,2,-0.026215944,1,-0.093835786,3,0.014861864,3,-0.006708388,2,0.04066004,1,0.5513859,1
12,-0.010212344,1264,-0.0010215305,4,0.030394949,4,0.08613749,57,0.045481026,1,-0.0016065501,1,-0.0012728383,1,-0.0005610287,1,0.009751417,1,0.006188525,10,0.036493797,1,-0.03795539,5,0.058534954,5,0.10991504,1,0.0016390262,1,-0.039806254,3,0.0078830635,2,-0.03770851,2,-0.009041049,1,0.019502873,1,0.6300854,1
48,0.049874023,18424,0.022844927,1,-0.00083470717,2,-0.029679839,32,-0.014262071,1,-0.0020287056,1,-0.0012007952,2,0.072976515,3,0.07120405,2,-0.015587566,0,0.10307969,2,-0.07327232,3,-0.03618391,2,-0.011910832,1,0.0011120569,3,0.076755136,1,0.087214656,3,-0.012091375,4,-0.0061254995,2,-0.03490191,0,0.37593114,0
6,-0.0019738995,3676,-0.0018321276,1,-0.0010672582,3,0.055260718,37,0.020039255,3,0.009581724,2,-0.049923025,1,0.00022358634,2,0.071778886,1,0.005320573,1,-0.07249904,2,0.08280535,3,0.038704403,5,0.099993005,1,0.0030900212,4,0.07175627,3,-0.00037506362,2,-0.03404525,3,-0.0059527094,1,0.016560392,1,0.6461141,1
24,0.024842791,3069,0.0034323856,4,-0.028559305,4,-0.07933112,30,-0.011089511,1,0.0011489931,1,0.0017571412,1,0.00070624053,3,0.066695385,3,-0.071091466,3,-0.10028072,3,0.030514168,5,-0.048293687,5,-0.099514745,1,0.0031019675,1,0.03711447,3,-0.011331281,1,-0.041851413,3,0.0064719124,1,-0.01708409,0,0.6575497,1
15,-0.014534176,3568,-0.0034928322,4,0.030947559,2,0.029008832,54,0.04363318,1,-0.0011164248,1,0.00054102857,1,0.00015104562,1,0.009885403,3,0.07360116,4,-0.03260576,2,0.08194391,5,0.06216051,2,0.010879649,1,0.0016332353,2,-0.027233556,1,-0.09393738,2,-0.039250594,4,0.009235973,2,0.03917957,1,0.58622235,1
48,-0.05419927,9960,-0.012702492,1,-0.0008467883,2,0.030864961,26,0.009345245,1,0.00027144887,1,0.00014119828,1,-0.0013172817,3,-0.0768456,3,0.077424236,3,0.11531691,2,0.08192004,2,-0.055024475,2,0.010879325,1,-0.0012478046,2,-0.027493652,3,0.006338505,3,0.015885608,3,-0.00777944,2,0.04036615,1,0.5719237,1
24,-0.025798736,4736,-0.006281387,2,0.010930034,4,0.09382894,25,0.0073169544,1,-0.0009041764,1,-4.0964223e-05,1,0.00053079426,3,-0.077516764,1,0.005117352,3,0.11835312,2,0.083700046,2,-0.05624631,2,0.011394435,1,-0.00022121472,2,-0.025765356,1,-0.097806305,3,0.01653082,2,-0.009690146,1,0.020108525,1,0.53050923,1
36,0.037499532,14318,0.019434873,4,-0.028393822,2,-0.027929328,57,-0.04421708,1,-0.0011020936,1,-0.0007267613,1,-0.00093585625,3,0.07019771,3,-0.06721919,1,0.07212291,2,-0.077807896,5,-0.05561261,5,-0.10811128,1,0.00016743562,1,0.04035488,3,-0.0058262385,1,-0.04481221,4,-0.008952702,2,-0.037847247,0,0.6286768,1
6,-0.001793821,250,2.2023916e-05,2,0.01084796,2,0.03169388,41,0.027358308,2,0.0053061913,1,-0.0002948977,1,-4.539499e-05,1,0.010030831,1,0.0066758133,1,-0.07775459,5,0.06324124,3,0.041558776,2,0.010948578,1,-0.0005929079,4,0.08679753,1,-0.095097825,3,0.015448597,2,-0.010059099,1,0.020029899,1,0.56850445,1
18,-0.015836116,1442,-0.00032894313,4,0.028676303,4,0.08208681,32,0.013584199,2,0.0038439035,2,-0.049494777,1,0.0016099662,2,0.07259058,4,-0.0107850125,1,-0.079811886,2,0.077793345,4,0.02183562,5,0.10772512,1,0.0024494105,1,-0.037679806,3,0.004087708,1,0.043634318,2,-0.011353508,1,0.018011598,1,0.63003975,1
12,-0.0083294455,888,-0.00060036406,4,0.031883094,4,0.09040623,41,0.025439799,1,-0.0006300323,2,-0.056343615,1,-0.0013405019,3,-0.069481105,3,0.07418502,1,-0.07495228,2,0.078148216,5,0.06268374,5,0.1145731,1,0.00032533007,2,-0.030524906,1,-0.092031494,3,0.015543232,2,-0.010101949,1,0.019972507,1,0.58048373,1
15,-0.011080883,802,6.365031e-05,4,0.030062664,3,0.057988103,37,0.021595713,1,-0.0010352074,2,-0.05190962,1,-1.549162e-05,3,-0.07319773,3,0.07313658,4,-0.035964746,2,0.07475294,5,0.05625207,5,0.114361435,1,-0.00010369264,2,-0.025838237,3,0.0040670675,3,0.017204376,3,-0.008835755,1,0.017164953,1,0.62350357,1
24,-0.022473784,1935,-0.00080603734,4,0.028693067,4,0.080664925,31,0.016099542,2,0.006716408,1,0.0010106526,1,0.0008847574,3,-0.07595001,1,0.009954782,10,0.041573707,2,0.066141486,5,0.057070658,1,-0.0038167029,1,0.0005238885,4,0.073239855,3,0.008261602,3,0.012546033,3,-0.007538998,2,0.036903605,1,0.65622336,1
36,-0.039264333,2862,-0.0039651515,4,0.03201651,3,0.062198076,30,0.014034763,1,0.0007913429,1,-0.00030975603,1,-0.0004602559,3,-0.0779538,0,0.04370409,1,-0.08267091,3,-0.03739444,5,0.06314495,5,0.11742984,1,0.000767082,1,-0.046100497,3,0.0062839035,1,0.044000063,3,-0.0059192968,1,0.020003382,1,0.5517592,1
24,0.021279067,2611,0.0036984906,4,-0.02382631,3,-0.05086301,46,-0.02980592,2,-0.005340837,1,-0.0014694557,1,0.00036221743,1,-0.013528056,1,0.0031524748,4,0.021542734,2,-0.06313014,5,-0.055340417,3,0.19698945,2,-0.18168299,4,-0.07172656,3,-0.0103734415,3,-0.012186535,3,0.00037860218,1,-0.01264875,0,0.6355611,1
4,0.0008613023,601,0.0013185889,1,0.00089130737,3,0.05731356,23,0.005556141,1,6.380491e-06,2,-0.04913067,1,-0.0028248727,1,0.010657356,3,0.068015575,3,0.10217778,2,0.07597363,2,-0.054176133,2,0.014146609,1,-0.00010446366,4,0.077917635,3,0.007561733,2,-0.036731325,2,-0.00944349,1,0.01861066,1,0.637448,1
12,0.008932653,2121,0.00191205,4,-0.029309954,2,-0.029397158,30,-0.0133059155,2,-0.00484292,1,-0.0020486359,1,-0.0013113301,2,-0.0733448,1,-0.0051948107,1,0.07824087,2,-0.08399759,3,-0.04052817,5,-0.108445615,1,0.004501986,3,0.078829326,3,-0.0045907353,3,-0.014300951,3,0.005853463,1,-0.020079639,0,0.6205695,1
6,-0.0020333491,6761,-0.008894887,1,-0.0013625436,3,0.06056737,45,0.032164894,2,0.0046165865,2,-0.053082928,1,0.00010697171,1,0.010322754,1,0.00543861,1,-0.07575634,2,0.08067122,4,0.022194164,5,0.11223691,1,0.0024575691,1,-0.042567987,3,0.0059719486,3,0.014895874,4,0.009687071,2,0.039222647,1,0.60368025,1
24,-0.025301924,6872,-0.00896383,2,0.011258751,1,0.00037027523,55,0.046166666,1,-0.0008993242,1,0.00035520736,1,-0.00020758435,2,0.08036152,4,-0.019384855,3,0.11819032,2,0.08322728,2,-0.057548948,1,-0.000403211,1,-0.00026744045,3,-0.08346747,1,-0.0957896,3,0.01576031,3,-0.008287036,2,0.04074995,1,0.5446179,1
12,0.009035918,1262,0.00014807284,2,-0.010557804,4,-0.08248193,49,-0.03410577,1,0.00041694194,1,0.0007166825,1,-0.002674939,2,-0.06868162,3,-0.07000262,3,-0.081380375,1,0.028283149,5,-0.045518924,1,-0.00847582,1,0.0042446656,3,0.0665259,3,0.00073995674,3,-0.015152145,2,0.0060623614,2,-0.03721591,0,0.66088897,1
18,-0.01800474,1880,-0.0026134308,4,0.03204524,1,-0.0002171211,32,0.016006578,2,0.0053568445,1,0.0013312381,1,0.00018465146,2,0.077380694,1,0.0071345605,4,-0.042860787,2,0.07931107,4,0.024293028,3,-0.24053483,1,0.0023464854,3,-0.08224971,3,0.006078191,3,0.015260689,4,0.008673165,2,0.03778009,1,0.46021265,0
12,-0.0067734155,1526,-0.006075904,4,0.023447286,4,0.081098735,66,0.052057117,2,0.008455809,1,0.004722655,1,-0.004665595,2,0.07281066,1,-0.0025129486,2,-0.10426161,2,0.06614478,5,0.049006883,5,0.093106836,1,-0.0004380322,1,-0.027342927,3,0.0040785866,1,0.032530595,4,0.007782081,1,0.018634912,1,0.6705608,1
6,0.004822431,2647,0.0024431497,2,-0.009352438,3,-0.05111987,44,-0.026264012,1,-0.0011121575,2,0.04815486,1,0.0013674945,2,-0.072056115,3,-0.06373579,4,0.02635135,4,0.028769124,3,-0.03574978,5,-0.10913886,1,-0.00058019115,4,-0.078593254,3,-0.00026895106,2,0.035384227,3,0.010917037,1,-0.015124572,0,0.6449429,1
24,-0.026689788,3092,-0.00015293807,3,0.017673343,2,0.024794346,22,0.0061673727,1,0.0036413544,1,-0.0018541962,1,-0.0011534872,3,-0.06836544,3,0.05693685,4,-0.027563829,3,-0.04192603,2,-0.047964208,3,-0.20701265,1,0.0026871264,2,-0.018914025,3,0.006209411,2,-0.031053957,3,-0.0073180534,2,0.030211285,1,0.33711308,0
48,-0.050485283,3609,-0.0042895377,1,-0.0014858209,1,-0.001557799,27,0.009114391,1,-0.0006706454,1,-0.0023176093,1,0.002491396,1,0.0073151067,4,-0.013820336,10,0.037607703,2,0.08266932,3,0.034643773,2,0.013509568,1,0.0027322676,4,0.07704517,2,0.082412496,3,0.015012903,3,-0.009205544,1,0.015810654,1,0.64110756,1
4,-0.00065372477,1455,-0.0023604855,2,0.009867833,1,-0.0019253213,42,0.025856605,3,0.009803103,2,-0.051859062,1,-0.0016155113,1,0.0118353125,1,0.0052717496,1,-0.0734411,2,0.077600464,4,0.022831568,5,0.110154636,1,0.0005772454,4,0.08519635,3,0.0050053005,3,0.013114492,2,-0.005113464,1,0.01889656,1,0.6236794,1
15,-0.012485275,1979,-0.0037033353,4,0.029755276,2,0.02861287,35,0.019534674,1,-0.00039263043,1,0.0012847241,1,0.0012580939,1,0.009080331,3,0.0723473,4,-0.03400993,1,-0.03858576,5,0.05959613,5,0.11521757,1,-0.00027177564,2,-0.025149101,3,0.0055871336,3,0.010515263,3,-0.007933082,1,0.01745699,1,0.61834776,1
12,-0.009504734,2390,-0.0021008477,4,0.029868737,3,0.05550521,50,0.03728619,1,0.00089964643,1,0.001103498,1,0.00062351953,1,0.011205221,3,0.06800596,1,-0.067662835,1,-0.04026844,5,0.05613097,5,0.114946626,1,-0.002377797,2,-0.024725903,3,0.005909231,3,0.011124917,3,-0.008196494,2,0.03566936,1,0.63041407,1
24,-0.02571443,5433,-0.0071211867,2,0.010860421,4,0.09364626,26,0.009278819,1,-0.00030991435,1,-0.000112333335,1,-7.674098e-05,1,0.011471016,3,0.07611455,2,-0.12912408,1,-0.042608596,1,0.027572142,2,0.011984107,1,-0.00050567556,3,-0.084637985,3,0.0060703526,2,-0.04082019,4,0.0095587475,2,0.040844142,1,0.47997275,0
18,-0.015382134,1131,0.0015066937,4,0.02856418,2,0.026534267,33,0.014557516,1,0.0010576616,1,-0.0007159477,1,-0.00015814323,2,0.061788894,3,0.060566783,3,0.090452105,2,0.059379503,1,0.0267046,2,0.011377976,1,0.00037621008,2,-0.022167653,3,0.0030402057,3,0.013238991,3,-0.008878282,1,0.023316158,1,0.6764334,1
36,-0.037615962,909,-0.00058927387,4,0.02978712,4,0.09038385,36,0.021465484,1,-3.8127415e-05,1,0.0007116534,1,-0.0011212425,1,0.01137995,3,0.07247491,1,-0.07818045,4,-0.038946882,5,0.063578665,5,0.112699494,1,-0.0023833215,3,-0.078787565,3,0.0066531505,3,0.016630398,3,-0.0076110465,1,0.017713329,1,0.5947214,1
9,-0.007191122,1449,0.0016102158,3,0.017850125,2,0.025306512,27,0.006658423,2,0.005012892,1,-0.0002190657,1,0.0010210425,1,0.012232527,3,0.06976199,10,0.039454833,2,0.07805369,4,0.024075944,2,0.012474803,1,-0.000102147926,2,-0.025613565,3,0.0042254757,3,0.014646983,3,-0.008564886,1,0.018902503,1,0.6379099,1
18,0.014690183,1808,-0.0025734417,4,-0.029955968,1,-0.0004402846,22,-0.003713276,1,0.0010494012,1,0.0008800123,1,-0.00046392635,1,-0.0043749427,0,-0.039129946,3,-0.09982186,2,-0.0756173,4,-0.017277354,2,-0.006821629,1,0.00407591,4,-0.06378039,3,-0.0069672978,3,-0.01365779,3,0.0035245926,1,-0.019020187,0,0.6694946,1
36,0.03993243,2348,0.0023044534,3,-0.020883169,2,-0.0281962,46,-0.033612892,2,-0.0055282116,1,-0.0020095333,1,-0.00070917606,2,-0.07531969,1,-0.0067180954,3,-0.115699,2,-0.074691325,3,-0.037216306,3,0.23020457,1,0.0014262851,3,0.083511464,3,-0.009729641,3,-0.015426571,3,0.010162119,2,-0.04259663,0,0.54703575,1
20,-0.018563014,2212,-0.005848918,4,0.018074494,4,0.07288218,39,0.0148745775,1,0.0026510712,1,0.008487612,1,0.004727775,2,0.07186429,3,0.05198256,3,0.07685068,1,-0.040336654,4,0.033113755,5,0.08409153,1,-0.000814097,2,-0.016560772,3,-0.009569783,3,0.017762303,3,0.0040737884,2,0.033431422,1,0.6885735,1
15,-0.0107350685,2327,-0.002413664,2,0.006667003,3,0.052461673,25,0.0066986866,1,-0.0007963963,1,0.0005733613,1,0.0027770419,4,0.07755722,3,0.07463203,4,-0.041293893,2,0.07430229,2,-0.0513065,2,0.011879123,1,0.0014186362,4,0.06940266,3,0.0038469827,3,0.014915753,2,-0.0042699073,1,0.02166026,1,0.6463572,1
24,-0.025905592,1376,-0.0013027061,4,0.033265173,1,-0.00010032952,28,0.011866432,1,7.36076e-05,1,-0.00014897902,1,-0.0001791101,1,0.011456802,3,0.07729666,4,-0.039891265,4,-0.041507177,4,0.02552151,2,0.011994017,1,-0.00024240813,2,-0.027434075,3,0.0062830243,3,0.016056089,3,-0.008897476,1,0.020288289,1,0.53098387,1
36,-0.024217172,1819,-0.022201039,4,0.021873586,4,0.069051534,37,0.022307254,1,-0.0013901219,1,0.003744463,1,-0.012088524,1,-0.028056135,3,0.04928896,7,0.09781824,2,0.04648359,3,0.05426968,5,0.10063861,1,-0.01833231,1,-0.03639075,2,0.06049545,1,0.027440831,3,0.0037012817,2,0.029382978,1,0.70573336,1
6,-0.0025405127,1449,-0.0014424836,1,0.00018825755,2,0.031392604,31,0.015735364,2,0.005596807,2,-0.05677385,1,-0.00023559853,3,-0.079432696,0,0.045000717,10,0.042808138,3,-0.03995879,5,0.063462675,1,0.0011902656,1,-0.00043733977,2,-0.027246473,1,-0.0984579,3,0.016526526,3,-0.009421116,1,0.019694302,1,0.4596894,0
36,-0.034871772,3835,-0.0038821176,2,0.010014194,4,0.08437067,45,0.029994562,1,0.0014432222,1,0.00066043297,1,1.9889325e-05,1,0.006034201,3,0.07385187,4,-0.03594423,1,-0.039437383,5,0.061328594,2,0.011045368,1,-0.00095894537,4,0.07520087,3,0.005249402,3,0.013644016,2,-0.007531557,2,0.037396118,1,0.6369995,1
30,0.027940348,3656,0.0021149106,4,-0.027156178,4,-0.08056603,49,-0.0371151,2,-0.004604906,1,-0.0013457052,1,0.0003554346,4,-0.07937127,1,-0.010333288,4,0.040752634,1,0.030577427,5,-0.0547036,5,-0.104315005,1,0.004492064,3,0.07546473,2,-0.08094922,3,-0.013279455,2,0.011641724,1,-0.017378304,0,0.650825,1
7,-0.0012918612,2576,0.0019627549,2,0.0068619587,2,0.023836145,35,0.017493417,1,-0.0016659386,1,0.001012817,1,-0.0049149166,3,-0.06322037,3,0.06705684,4,-0.032129705,2,0.07569802,3,0.02578503,5,0.09902328,3,0.025875926,4,0.075280406,3,0.0067004794,3,0.0086613875,3,-0.007832796,1,0.01846456,1,0.66204596,1
18,-0.012906525,1505,-0.0022911467,4,0.025038015,2,0.02614377,32,0.014810134,1,0.0005464647,1,0.0006082747,1,0.004719481,1,0.013220958,3,0.07180144,4,-0.048079874,2,0.07284589,3,0.040185105,5,0.09041768,1,0.003490652,1,-0.044735264,3,0.008889833,1,0.035288114,4,0.013216688,2,0.032437447,1,0.6633825,1
45,0.050448213,3031,0.003446835,4,-0.03229192,4,-0.09344377,21,-0.002190753,1,-0.00029464252,1,0.00050087273,1,-0.00029091164,3,0.07975017,3,-0.07844272,4,0.03757367,3,0.038478427,3,-0.04100897,5,-0.11535987,3,-0.02372341,3,0.08249349,3,-0.0059939055,2,0.04018365,3,0.010371517,1,-0.019151822,0,0.53120965,1
48,-0.03969379,10297,-0.0116294585,4,0.026005782,4,0.07352221,39,0.015978556,3,0.010210328,2,-0.044472262,1,-0.0053451136,2,0.062665276,3,0.06437598,2,-0.1028277,2,0.07467455,4,0.029004278,5,0.09437264,1,0.0028671194,1,-0.03751222,2,0.07570643,1,0.041147098,3,-0.014772663,2,0.033942945,1,0.6645308,1
7,0.0037461044,2329,0.0031956602,1,-0.0006490662,1,0.0006622565,45,-0.033445578,1,-0.00023244601,1,0.00046894792,1,0.00030084327,3,0.076013885,3,-0.07379056,4,0.037807573,2,-0.08276957,2,0.057065416,2,-0.013394443,3,-0.025059748,4,-0.085552774,3,-0.0054409886,3,-0.015994899,3,0.008428316,1,-0.018151542,0,0.5794937,1
36,-0.037419576,9055,-0.012155723,2,0.011604468,4,0.086115,35,0.014372695,1,-0.0013511945,2,-0.04846672,1,-0.0024039783,1,0.014419511,3,0.07146026,7,0.08629277,1,-0.029488672,3,0.03197506,5,0.099981,1,0.00051933853,1,-0.04245776,3,0.004223253,1,0.0402949,2,-0.0049668876,2,0.035170723,1,0.6507978,1
18,0.011952086,1239,0.0016538799,4,-0.027413016,4,-0.08233311,61,-0.044429064,1,-0.0026698112,1,-0.0007070871,1,0.003120632,3,0.06200388,3,-0.06464802,7,-0.08803962,1,0.037656944,3,-0.038498655,5,-0.10506192,1,0.0026195068,1,0.0449803,3,-0.00077581266,1,-0.041117035,3,0.013119727,1,-0.020230476,0,0.66032505,1
27,-0.020892847,3416,-0.004364297,3,0.015468872,2,0.023244144,27,0.012633221,1,0.0007710168,1,0.0016831517,1,0.0019599027,2,0.06374069,3,0.06105546,4,-0.04347005,2,0.070734106,3,0.025797721,5,0.10606204,1,0.0010361848,2,-0.021202713,3,0.0030636503,3,0.0085024,4,0.021432322,1,0.021547554,1,0.66479015,1
10,0.001045658,727,-0.0028000958,4,0.026710477,4,0.070379086,46,0.022395797,1,-0.007557098,1,-0.005187408,1,-0.0031892918,1,-0.003385576,3,0.053560942,7,0.089939594,4,-0.019188514,5,0.06412779,5,0.0916666,1,0.010621149,1,-0.03708999,3,0.00044168998,1,0.01646132,3,-0.0036490783,2,0.03417147,1,0.6869846,1
18,-0.012056467,1217,-0.0037092827,4,0.028480873,3,0.055380054,47,0.03328781,1,0.0030185673,1,-0.0007313192,1,-0.0029392373,2,0.06901288,3,0.067342445,5,0.05930378,2,0.06852151,3,0.032668184,3,-0.209602,1,0.0071945274,4,0.0832376,3,0.0027157143,3,0.0051985225,2,-0.0075615495,2,0.03316992,1,0.64816344,1
36,0.03797832,10875,0.014233198,2,-0.010033693,2,-0.030047148,45,-0.03267937,2,-0.0058829463,2,0.051674414,1,0.00030604244,1,-0.008005975,0,-0.046539497,1,0.07654656,2,-0.07839334,5,-0.060042273,5,-0.112771735,1,0.0016562231,2,0.025552455,3,-0.005332452,3,-0.015944393,3,0.008513089,2,-0.039318547,0,0.6092527,1
12,-0.010683943,2930,-0.0025421623,2,0.010055894,1,-6.3364394e-05,27,0.010736582,1,-0.000982848,1,0.00087883323,1,-0.00076827034,3,-0.076839045,3,0.072924584,4,-0.038772747,2,0.080996476,4,0.024733841,2,0.012742091,1,-0.0001717927,4,0.086348265,3,0.00497932,3,0.016614242,3,-0.008007061,1,0.019013595,1,0.5961611,1
12,-0.0037828193,1935,0.0024770685,4,0.017172318,4,0.064063825,43,0.017032789,3,0.008975018,1,0.011312816,1,-0.0032260576,1,-0.0015332005,1,0.01350913,3,0.060941637,2,0.051677145,5,0.08009271,5,0.078923225,1,0.0029558474,4,0.07422249,3,-0.014854114,3,0.003840805,3,-0.026442192,2,0.01465296,1,0.70912397,1
24,0.022878183,2375,0.0018047802,4,-0.030917097,2,-0.028547764,44,-0.029347958,2,-0.00528646,2,0.05219237,1,-0.0011225268,1,-0.012120944,0,-0.042817585,10,-0.04022712,4,0.03665015,3,-0.03720075,5,-0.11177945,1,-0.0003140783,2,0.026077185,3,-0.004802793,3,-0.014670563,3,0.011707078,2,-0.039376974,0,0.618115,1
48,-0.051597886,4788,-0.0042515937,4,0.031435348,3,0.05975991,26,0.010247514,1,-0.0011753011,2,-0.053626254,1,-0.0006111041,2,0.07499936,3,0.07401024,2,-0.120140605,2,0.08263773,4,0.026949823,5,0.1154944,1,0.00016350113,3,-0.08282953,3,0.004036964,3,0.012838606,3,-0.009410335,1,0.015182701,1,0.58791137,1
24,0.024955604,1938,0.0022869613,4,-0.032079298,3,-0.061118897,32,-0.01578582,1,0.00034811534,1,-4.2669475e-05,1,-0.00021958724,2,-0.07734689,3,-0.07395148,4,0.038845453,2,-0.082522824,2,0.0540701,1,-0.0010750763,1,0.0007765903,3,0.08136389,3,-0.0054774373,3,-0.016205892,3,0.008934781,1,-0.01959774,0,0.58292544,1
9,-0.002084074,1126,-0.0038103275,2,0.010797692,4,0.086037576,49,0.031411782,1,0.0036651865,1,0.0006483849,1,0.00038931658,4,0.07432746,3,0.06254705,4,-0.02761017,3,-0.037046365,5,0.043247335,1,0.0026786649,1,-0.0014900921,4,0.06530432,3,0.005441565,3,0.016888635,3,-0.010857325,1,0.023720749,1,0.66273904,1
6,0.0018014712,609,0.0003231736,4,-0.0326783,3,-0.062279675,37,-0.02204943,2,-0.00501018,1,0.0002673827,2,0.07810374,2,-0.0766034,1,-0.009247575,1,0.081144795,2,-0.084305644,4,-0.024650794,2,-0.013359146,1,-1.7320388e-05,3,0.083267815,3,-0.006303386,3,-0.015531667,3,0.010723775,1,-0.019777268,0,0.55464906,1
11,-0.008411259,1577,-0.0039611477,4,0.030788861,1,0.0014992319,20,0.0017503481,1,-0.0012960527,1,7.876381e-05,1,-0.0012868186,3,-0.06724359,3,0.064931475,3,0.11190803,5,0.062136836,2,-0.052662347,2,0.012878006,1,0.001397631,4,0.07486814,3,0.006110698,3,0.015347699,3,-0.008671294,1,0.019077515,1,0.6237723,1
24,-0.02028966,2670,-0.0034614466,4,0.02674399,4,0.07923658,35,0.016409274,1,-0.0032170636,1,0.002843678,1,-0.0005566403,1,0.017547028,3,0.05287786,2,-0.11031225,2,0.07159321,5,0.053509463,5,0.111403175,1,-0.00372107,2,-0.012175819,3,0.0018168194,3,0.013885121,4,-0.0007077949,2,0.04098028,1,0.65834314,1
18,-0.019734757,1345,-0.00058425777,4,0.032177914,3,0.0623845,26,0.008582063,1,-0.00028514955,1,-0.0010663532,1,-0.00080166943,2,0.08077013,3,0.07068078,4,-0.0369343,2,0.081682146,3,0.0411916,3,-0.23866694,1,-0.001159234,4,0.08290038,1,-0.09738568,3,0.016615685,3,-0.005532534,1,0.019075975,1,0.54362154,1
6,-0.0025987083,1198,-0.0053787753,4,0.0332435,4,0.07503427,35,0.017091054,1,-0.00018113619,1,-0.0012930278,1,-0.0003384631,2,0.058398217,4,-0.010037657,7,0.07120733,2,0.060058773,5,0.047233995,2,0.0060707964,1,0.014923271,1,-0.04598855,3,0.0006706668,1,0.03542435,3,0.0055167684,1,0.024558283,1,0.6801236,1
12,-0.011515096,585,-0.00061723404,4,0.02539587,4,0.08565236,20,-0.0009662397,2,0.0023451634,1,-0.0013439283,1,-0.0019976571,3,-0.0680214,0,0.044045404,4,-0.03367815,2,0.072668366,3,0.03958476,3,-0.2211181,2,0.19630957,4,0.085512444,3,0.0021120552,2,-0.03595002,3,-0.006050019,1,0.019847931,1,0.5918321,1
12,0.010808283,1480,0.0028577521,2,-0.010129263,4,-0.08731325,66,-0.056674674,3,-0.009376159,1,0.00026032887,1,-0.00079188123,4,-0.08367834,1,-0.0044976333,1,0.07628171,4,0.03661971,1,-0.02988915,5,-0.11112295,1,-0.0007001851,1,0.044803925,1,0.088087514,1,-0.041309703,1,-0.054103244,1,-0.017117482,0,0.6180028,1
6,-0.0023265635,1538,-0.0024385527,1,-6.204005e-05,2,0.02746478,56,0.04568713,1,0.0014118534,1,-0.0026607346,1,0.00089868717,1,0.009891268,3,0.065917656,7,0.09644993,2,0.08249185,2,-0.052028537,2,0.010631971,1,0.002128714,1,-0.04516833,3,0.0038762502,3,0.018623702,3,-0.0073810937,1,0.016515423,1,0.6287729,1
36,-0.041197494,2820,-0.003581122,4,0.03319066,4,0.0944294,27,0.010496698,2,0.0056298114,1,0.0006091427,1,0.00041244924,3,-0.080483496,1,0.006471324,1,-0.08053413,2,0.0843032,2,-0.058594316,1,0.00042545982,1,-0.00055463077,2,-0.02801373,3,0.0069923624,3,0.015767701,3,-0.009045874,1,0.019810274,1,0.48504865,0
18,-0.014332877,4439,-0.0138268955,1,-0.0046446826,1,-0.008922296,33,0.00742753,1,0.006303571,1,6.4000487e-06,1,0.007934444,3,-0.054312464,3,0.06484115,10,0.04599446,2,0.061290596,5,0.046323676,5,0.09456665,2,0.14144003,4,0.054385394,1,-0.07191728,3,0.010336461,4,0.020181648,2,0.021427855,1,0.69341123,1
48,-0.05175754,6758,-0.0075644106,3,0.020308638,2,0.030523658,31,0.015297353,1,-0.00039195595,1,-0.001720407,1,0.0014207563,2,0.07285263,3,0.07081178,4,-0.035863936,2,0.07759333,3,0.037372835,2,0.013470598,1,-0.0026233997,2,-0.024201017,3,0.006011688,3,0.013711728,3,-0.010583959,2,0.04005587,1,0.6263426,1
24,-0.023135303,11328,-0.00997895,2,0.01056149,3,0.05361096,29,0.009839445,2,0.0035488605,1,-0.00044404715,1,0.002712613,3,-0.07005927,3,0.07373904,0,-0.09887587,2,0.07835953,3,0.030370345,5,0.10103738,2,0.18532752,2,-0.02061919,1,-0.081939824,3,0.011839878,4,0.0061069876,2,0.035373364,1,0.6414954,1
8,0.0013417719,731,0.0015451051,4,-0.027936298,4,-0.07588276,47,-0.03476366,2,-0.017759297,1,-0.00042831153,1,0.006386945,2,-0.065300405,1,-0.00033091102,1,0.08055553,2,-0.041052192,5,-0.055725478,5,-0.08509365,1,0.019968996,4,-0.06558191,3,0.0056838384,3,-0.029219706,2,-0.0025096945,1,-0.025144264,0,0.692025,1
6,-0.0014174831,484,0.00026882114,3,0.022057876,3,0.060064923,28,0.010392208,1,-0.0016227178,1,0.00063852477,1,0.00029984117,3,-0.07780405,3,0.07447764,4,-0.04185506,2,0.07961281,4,0.024392545,3,-0.24099107,3,0.0269702,4,0.0852724,1,-0.094225205,3,0.013861275,2,-0.008680085,1,0.017249206,1,0.47129026,0
12,-0.008126206,1185,0.0019587204,3,0.018647615,2,0.028461663,27,0.010035434,2,0.0063380264,1,0.0018869136,1,-0.00228628,1,0.0013742102,1,0.004551841,10,0.042387508,2,0.076798305,3,0.037642308,2,0.014384325,1,-0.0053800726,4,0.07011403,3,0.0028904956,3,0.017547105,3,-0.007061868,1,0.015082164,1,0.6551156,1
