age,capital_gain,capital_loss,hours_per_week,sex_Male,workclass_Private,marital_status_Non_Married,occupation_Other,relationship_Non_Husband,race_White,native_country_US,label,pred_proba,pred_label,shap_age,shap_capital_gain,shap_capital_loss,shap_hours_per_week,shap_sex_Male,shap_workclass_Private,shap_marital_status_Non_Married,shap_occupation_Other,shap_relationship_Non_Husband,shap_race_White,shap_native_country_US
18,0,0,20,0,1,1,0,1,1,1,0,0.27026212,0,0.004899958,-0.017682808,-0.005381336,-0.023697626,-0.0005156103,-0.0026855473,0.15666433,0.021670774,0.04879298,0.005737938,-0.0024698046
30,4416,0,40,1,1,1,0,1,1,1,0,0.2704483,0,-0.024797661,-0.051943842,-0.041780572,-0.044515073,0.08293169,0.027352981,0.17657737,0.03263343,0.077536404,-0.0071382485,-0.010506342
39,0,0,40,1,1,0,0,0,1,0,1,0.67112243,1,0.04713716,0.006272696,0.0038039088,0.08397114,-0.103801504,-0.014319949,-0.0027460381,0.00055794045,-0.002967026,0.0020461753,0.000688985
48,0,0,40,1,1,0,1,0,1,1,0,0.54571235,1,-0.10459631,-0.002356708,0.002253294,-0.10220139,0.15855506,-0.004067436,-0.0070806853,0.11991796,0.01591359,0.026805405,-0.019218765
44,0,0,40,1,1,0,0,0,1,1,1,0.4998088,0,0.08358872,-0.0016028937,-0.008246668,0.0913842,-0.16035533,-0.011961484,0.00137024,0.007231377,0.005931925,-0.0037732255,0.014040459
39,0,1902,18,0,1,0,0,1,1,1,1,0.71624154,1,0.035146352,-0.0040906183,0.13474196,0.030217383,0.007646907,-0.0075923987,-0.0069135353,-0.004806366,-0.08388459,0.0032470115,0.014469087
59,2907,0,40,1,1,1,1,1,1,1,0,0.2696873,0,-0.034217883,-0.03291053,0.008549037,-0.050383702,0.050762013,0.027527357,0.13204236,0.02291921,0.048145924,-0.003033902,0.016997892
31,0,0,60,1,1,1,0,1,0,0,1,0.27477163,0,0.0038053603,-0.027252927,-0.019288372,0.08754579,-0.041002445,-0.042930916,-0.28774798,0.03806114,-0.060264684,0.0076066433,-0.012398693
34,0,0,40,1,1,0,1,0,1,1,0,0.35167927,0,-0.02015928,0.0011078343,-0.007364356,-0.07887748,0.17361525,-0.01704906,-0.008258119,0.113483176,-0.0059997,-0.00660742,0.0024630474
38,0,0,40,1,1,0,0,0,1,1,1,0.66800416,1,0.034318972,0.0020314977,-0.00018145889,0.08317576,-0.09680712,-0.012669556,0.0029190592,0.0041330457,0.00019814819,-0.009331506,0.0061421655
24,0,0,40,0,1,1,0,1,0,0,0,0.2703828,0,-0.011354717,0.008396958,-0.014998222,-0.043923758,-0.029415367,0.010747317,0.16292194,0.034263406,0.0657791,0.003986977,-0.0056962445
52,0,0,40,1,1,0,1,0,1,1,1,0.3505207,0,0.09452004,-0.0063263588,-0.015690584,0.08809683,-0.18266255,-0.008896413,-0.002428574,-0.12647009,0.0133734755,-0.0016280292,0.0113207735
37,0,0,50,1,0,0,0,0,1,1,1,0.53131604,1,0.072348945,0.014611006,0.0038682073,0.13521191,-0.17212038,-0.007245425,-0.016890272,-0.00048362836,-0.004267875,-0.0005948879,0.02307697
51,0,0,50,1,1,1,1,1,1,1,0,0.26910004,0,-0.012026268,0.0050935657,0.0066689467,-0.025704434,0.040339194,-0.000984111,0.06509082,0.025471732,0.02108724,-0.0027750726,-0.012721266
24,0,0,40,1,1,1,0,1,1,1,0,0.27119637,0,-0.008704675,0.055252645,-0.019261086,-0.010675836,0.08242652,0.02236068,0.2430039,0.006119235,0.053737212,-0.035894386,-0.009618252
61,0,0,99,0,0,1,0,1,1,1,0,0.4197201,0,-0.13698623,-0.0017184932,0.0064692516,-0.15164007,-0.031797763,0.011367811,0.36889198,-0.010093095,0.14731164,0.034780394,-0.0070216004
41,0,0,50,1,0,0,0,0,1,1,0,0.66614455,1,-0.06626109,0.0015614815,-0.0028601289,-0.098888546,0.0985153,0.00974334,0.011409916,-0.005871404,-0.0075790845,0.0072726198,-0.011695527
59,0,0,36,1,0,0,0,0,1,1,0,0.35342556,0,-0.08937847,0.02315877,-0.0022377856,-0.06774632,0.14832674,-0.011183215,0.000916915,-0.014340939,0.003593185,0.0025722142,-0.007431525
28,0,0,60,1,0,0,0,0,1,1,0,0.62406117,1,-0.036758807,-0.0026117675,-0.005928058,-0.15464242,0.14341332,0.0062586106,0.01868632,0.00079160184,-0.013727993,-0.010899764,-0.0053390004
25,0,0,40,0,1,1,0,1,1,1,0,0.27315164,0,-0.018058257,0.0146649955,0.032478638,-0.022509558,-0.011095321,-0.0023970082,0.25004366,-0.051186383,0.075800784,0.0038546766,-0.012130221
34,5178,0,40,1,1,0,0,0,1,1,1,0.6077771,1,0.04809756,0.15114534,0.013058236,0.12693724,-0.18448253,-0.011647463,0.01970002,0.002359774,0.0113264285,-0.0013959222,0.018972374
22,0,0,20,0,1,1,0,1,1,1,0,0.26988518,0,-0.00030915972,0.004655337,0.02177083,-0.014745595,-0.021996647,0.006176714,0.12778766,-0.008844899,0.056187008,0.008905724,-0.01490627
26,0,0,15,0,1,1,0,1,1,1,0,0.26929504,0,-0.0041504935,0.008167604,0.003797933,-0.011232834,0.0020861633,-0.012722586,0.06669038,5.6679477e-05,0.036381133,-0.0024779076,0.00058369257
39,0,0,40,1,1,0,0,0,1,1,0,0.43830335,0,-0.076082185,0.0155203715,-0.017442849,-0.08386336,0.19809619,0.011970213,-0.015774142,-0.008740615,0.0010568444,0.006978091,-0.02355671
45,0,0,35,0,0,1,1,1,1,1,0,0.27470323,0,-0.018352268,-0.02257371,-0.014222035,-0.037775226,-0.015385736,0.025182799,0.32167578,0.03664301,0.059942078,-0.017807113,-0.027342077
40,0,0,40,0,1,1,1,1,1,1,0,0.27211398,0,-0.038746156,0.0040017,0.0036259512,-0.036018778,0.01757311,0.00064030045,0.25623018,0.04266725,0.068484925,0.006919881,0.015656764
33,0,0,35,0,1,0,1,1,1,1,0,0.3419808,0,-0.053731807,0.012051607,0.011597906,-0.062131386,0.015733173,-0.004129311,0.012313329,0.12527835,0.15449879,-0.011920566,-0.01748509
38,0,0,50,1,1,1,1,1,1,1,0,0.26911297,0,-0.0050823074,0.0037880465,-0.004830573,-0.020476399,0.026482563,0.0022389423,0.067439966,0.02828169,0.029301478,0.0067727338,-0.009317119
39,0,0,40,1,1,0,0,0,1,1,1,0.48730704,0,0.08069163,0.0037951637,0.00937462,0.11461115,-0.18794659,-0.014034741,-0.00849792,0.013986891,-0.007651545,-0.021453967,0.010028688
34,0,0,40,1,1,1,1,1,0,1,0,0.26929823,0,-0.03808695,0.014207844,0.016114485,-0.027071416,0.051737126,0.0033171135,0.10972856,0.038519133,0.048599523,-0.007971387,0.0012468691
38,0,0,40,0,1,1,0,1,1,1,0,0.27316234,0,-0.021922879,0.010668206,0.007942313,-0.052388597,-0.005132188,0.0098323235,0.20231561,0.0025611813,0.08902506,0.03720562,-0.011758148
23,0,0,35,0,1,1,1,1,1,1,0,0.2695837,0,-0.002099545,0.027538493,-0.00042693247,-0.035496116,-0.00932084,0.012482962,0.13901758,0.053603094,0.07117256,-0.009427464,-0.02503891
26,0,0,40,1,1,1,1,1,1,1,0,0.2695983,0,-0.006660664,-0.01960463,0.00473559,0.003675161,0.045746792,-0.0076749185,0.14154585,0.02660436,0.051279534,-0.008589884,-0.02001376
23,0,0,40,1,1,0,0,0,1,1,0,0.6068456,1,-0.015464394,-0.0076490827,-0.0028234385,-0.08714088,0.14028606,0.026965376,0.0036974028,0.0016098246,0.0011802912,-0.001883205,-0.028439179
37,0,0,40,1,0,0,0,0,1,1,0,0.4304514,0,-0.068580925,0.021877712,-0.005093651,-0.10434379,0.21448846,-0.002149932,-0.010531621,-0.010989882,-0.011300236,0.010373777,-0.01709726
25,0,0,40,0,1,1,0,1,1,1,0,0.27551407,0,0.034738276,0.011650125,-0.01448451,-0.019461103,-0.005883199,-0.0074915416,0.28238755,-0.0028013233,0.093449846,-0.05430819,-0.022615751
39,0,0,40,0,1,1,0,1,1,1,0,0.27149615,0,-0.04899535,0.00887388,-0.004044418,-0.03354904,-0.0080665555,0.01050867,0.19639537,-0.015094776,0.07994967,-0.0016344441,-1.0313233e-05
32,0,0,40,1,1,1,1,1,1,1,0,0.26907155,0,-0.012754269,0.0007974233,-0.0035467015,-0.017661177,0.03508984,0.0154508175,0.06465724,0.025233652,0.02782619,0.0011991626,-0.00063970964
33,0,0,40,1,1,0,1,0,0,0,0,0.27693635,0,-0.011050107,-0.0018061436,-0.0018964979,-0.028979661,0.04819318,0.0026231776,0.0028083303,0.03739731,-0.0043890113,-0.003493726,0.001038516
20,0,0,40,0,1,1,0,1,1,1,0,0.27038968,0,0.0017169786,0.002015789,0.042718157,-0.036217324,-0.004300588,0.007788928,0.15058649,-0.0020769928,0.059695546,0.028459605,-0.018976884
45,0,0,48,1,1,0,1,0,1,1,0,0.3870606,0,-0.062096857,-0.01493832,0.015860965,-0.1021249,0.15421505,0.014895633,-0.008681586,0.119312696,-0.006973894,0.016087689,-0.026286557
19,0,0,50,1,1,1,1,1,1,0,0,0.2689474,0,0.0012859885,0.000115106115,0.0015918678,-0.0082998015,0.005163243,-0.00042573118,0.010387368,0.0052872524,0.007655556,-0.0013718656,-0.001113878
25,0,0,40,0,1,1,0,1,1,1,0,0.27968213,0,-0.01799134,0.053023554,-0.02606243,-0.043676846,0.0035480768,0.02204699,0.3292555,-0.026184402,0.058916774,0.0001546042,-0.05198295
28,0,0,40,1,1,0,1,0,1,1,1,0.3897225,0,0.026544722,0.016200365,0.013487745,0.103053495,-0.16208273,-0.009818584,-0.007862922,-0.12646776,-0.0026560295,-0.01684376,0.011170462
75,0,0,24,1,1,0,0,0,1,1,0,0.68122196,1,-0.13661477,-0.0048115626,-0.0010826401,-0.05051032,0.088905305,0.011425424,0.00028841943,-0.0037063807,-0.00048434734,0.012205493,-0.002080571
48,0,0,44,1,1,0,1,0,1,1,1,0.3521382,0,0.08041787,-0.0045221234,0.00072968425,0.07533566,-0.13764372,-0.017818363,0.029704906,-0.14175111,0.0078393165,-0.0116829015,0.009302583
47,0,0,40,0,1,0,1,1,0,1,0,0.34320226,0,-0.06832454,-0.009677457,0.00201682,-0.07533872,0.00084598735,0.0024246168,5.3243246e-05,0.109885566,0.14720273,-0.0006924337,-0.009004249
33,0,0,52,0,1,0,0,1,1,1,0,0.44772106,0,-0.063621566,-0.0063538346,0.014620893,-0.116156474,0.00863613,0.0013251975,-0.003079161,0.0043472107,0.15658966,0.0063730013,-0.007016925
56,0,0,60,1,0,0,1,0,0,1,1,0.5441319,1,0.11157195,0.014386974,0.006266538,0.18162194,-0.18962438,0.023984917,-0.009454444,-0.11957391,-0.009861618,0.010495618,0.00984443
57,0,0,90,1,0,0,0,0,1,0,1,0.36618727,0,0.08655042,0.0033365712,0.015156471,0.15562311,-0.13766348,-0.010637765,0.007329204,0.003948427,-0.008369461,-0.015388798,-0.0028302046
55,0,0,40,1,0,0,0,0,1,1,1,0.69486356,1,0.0707614,0.0006574318,2.9917806e-05,0.07061791,-0.084059514,-0.0051345825,-0.0034779608,0.00588407,-0.0044982135,0.000668928,-0.00016480312
25,0,0,40,0,1,1,1,1,0,1,0,0.27217323,0,0.0013380267,0.012089571,0.0103779165,-0.050625265,-0.0017730413,0.025148164,0.23546995,0.037523907,0.04262134,-0.0014017548,0.009456124
35,0,0,45,1,1,0,1,0,1,1,0,0.4536909,0,-0.042521447,-0.01591448,-0.006686859,-0.102895625,0.17007132,0.01855033,0.005414743,0.14946753,-0.018291332,-0.0053762477,-0.011107102
35,5013,0,40,1,1,0,1,0,1,1,0,0.45310116,0,-0.055921145,-0.11105187,0.0016602427,-0.097493246,0.18930355,-0.012063902,0.006129008,0.11806865,0.011179587,0.0008139219,-0.007952114
46,0,0,15,1,1,1,1,1,1,1,0,0.2690486,0,-0.03355371,-0.0034963747,0.0061146757,-0.007219907,0.033517316,0.0047551272,0.06824856,0.037346914,0.03647479,-0.00078011956,0.0058851237
36,0,0,60,1,1,1,0,1,1,1,0,0.26900873,0,-0.0023945663,-0.0022097994,-0.004302131,-0.0147837745,0.01558437,-0.00386708,0.028130494,-0.00041786564,0.016227728,-0.002410085,0.0037798455
54,0,0,45,1,1,0,0,0,1,1,1,0.69783586,1,0.065054975,-0.0023074783,-0.0043964796,0.057609838,-0.07320011,-0.005879026,0.0034443438,0.0010734573,0.0011567436,-0.004239261,0.012152713
39,0,0,70,1,0,0,1,0,1,1,0,0.38479134,0,-0.059697725,0.017978726,0.0016692085,-0.15653244,0.17172001,-0.021567825,0.0039092014,0.15519175,-0.007620032,-0.017348403,-0.011854708
41,0,1485,40,1,0,0,1,0,1,1,1,0.5587454,1,0.05942201,-0.016214706,0.18401241,0.13309614,-0.17602108,0.016686846,-0.01943035,-0.12527448,0.0016974136,0.0017114133,0.0158697
35,0,0,40,1,1,0,0,0,1,1,0,0.41943488,0,-0.053943526,0.0022776704,-0.0075470824,-0.10309845,0.19341198,0.021962978,0.00013716705,0.01058187,0.000567032,-0.0027648527,-0.01662738
22,0,0,35,1,1,1,1,1,1,1,0,0.2690714,0,-0.006199706,0.0053701843,-0.0027363717,-0.02762333,0.0562964,-0.017797425,0.09669977,0.033291996,0.04953335,-0.0010329646,-0.007580741
51,0,0,40,1,1,0,1,0,1,1,0,0.3590844,0,-0.07986214,-0.0011188025,0.00054812804,-0.090423614,0.14544085,0.02290609,-0.0043865126,0.10723169,0.0029823352,0.0029618703,-0.026432734
37,0,0,40,0,1,1,1,1,1,1,0,0.2733343,0,-0.01978929,0.0060800114,-0.020224217,-0.03846894,0.014296217,-0.019236146,0.23451914,0.061414964,0.079300806,-0.0101204775,0.0025181763
49,4064,0,40,1,1,0,0,0,1,1,0,0.57126313,1,-0.10656493,-0.1158172,-0.0037996173,-0.120338365,0.18141484,-0.010883573,-0.0054747164,-0.0011343993,0.010551866,0.0023539178,-0.012124568
49,0,0,40,1,1,0,1,0,1,1,1,0.34769768,0,0.085862726,0.010221548,0.008266133,0.06515267,-0.13843119,-0.012659462,0.008223922,-0.10016637,-0.015820622,-0.013402881,0.0060595693
22,0,0,30,0,1,1,1,1,1,1,0,0.2694985,0,-0.0025924686,0.0052809943,-0.00020136789,-0.019995816,-0.0069940398,0.00646468,0.10189133,0.03276827,0.035692763,-0.0013175096,0.021237554
23,0,0,40,1,1,1,1,1,1,1,0,0.26904324,0,0.0082242545,-0.006561351,-0.0024995005,-0.036161847,0.036471754,0.0004775091,0.06939325,0.04294801,0.033205524,0.0025944463,-0.012820812
21,0,0,30,1,1,1,1,1,1,1,0,0.26906157,0,0.005022635,0.014061221,0.007215226,-0.028515574,0.031684745,0.009352019,0.068934985,0.019173093,0.024764232,0.00739328,-0.0052636955
39,0,1977,40,1,0,0,0,0,1,1,1,0.66056055,1,0.079120405,-0.00603671,0.2714931,0.10169506,-0.1435269,0.013558123,0.0071889795,-0.014973812,0.0006739162,-0.025785435,-5.2563846e-06
58,5178,0,60,1,1,0,0,0,1,1,1,0.7123083,1,0.108513445,0.08227995,-0.015640412,0.11446903,-0.0936787,-0.016132388,0.0007392876,-0.0036047697,-0.0042271167,-0.008720558,0.004313823
36,0,0,40,1,1,1,1,1,0,1,0,0.269286,0,-0.013319683,0.00036556576,-0.023246134,-0.01882266,0.042478807,0.0059844786,0.086385295,0.0049387338,0.027207129,0.012033654,0.0058722435
32,0,0,60,1,0,1,1,1,1,1,0,0.26915607,0,-0.0070961597,0.0060496493,-0.01819578,-0.04205463,0.04461078,0.016109895,0.07754796,0.027664639,0.03946985,-0.0063106157,-0.0012082148
37,0,0,45,1,1,0,1,0,1,1,0,0.3624754,0,-0.050063636,-0.011997532,-0.0001988085,-0.08647611,0.18179822,0.0023275092,0.0015869532,0.13749126,0.0011183051,-0.01061325,-0.020696953
38,0,0,40,1,1,0,1,0,1,0,0,0.2724748,0,-0.00892179,0.001576252,0.0023075354,-0.01601051,0.022979308,0.00078980677,-7.015845e-05,0.019239943,-2.301985e-05,0.0017261012,-0.002276556
36,0,0,52,1,1,0,1,0,1,1,0,0.339767,0,-0.056190416,0.0069532357,0.0022797706,-0.08702651,0.15580976,0.003006735,0.016248181,0.11737946,-0.013441144,-0.0043129604,-0.013052317
41,0,0,35,1,1,1,1,1,1,0,0,0.268949,0,-0.005674868,-0.001310838,-0.0014716435,-0.0039334367,0.008094963,0.00030703552,0.01119157,0.008204641,0.008750679,-0.0013836089,-0.00024365203
51,0,0,50,1,1,0,1,0,1,1,0,0.3662876,0,-0.07264003,-0.0061908765,-0.00024337322,-0.10129979,0.13704388,0.0038552582,0.017993942,0.09975321,-0.00868441,0.02610274,0.004008973
54,0,0,40,0,1,0,1,1,1,1,0,0.40433958,0,-0.11581132,-0.002623627,0.00067123026,-0.10794067,0.00047187693,-0.011194039,0.013490446,0.1643914,0.20020479,-0.008540608,-0.0100104585
72,0,0,30,1,1,1,0,1,1,1,0,0.29424304,0,-0.071453616,0.033247326,-0.020863367,-0.011587482,0.07379328,0.019818667,0.4220485,0.005061758,0.058848605,0.0029325953,0.01766141
49,0,0,40,1,1,0,0,0,1,1,0,0.4599794,0,-0.09332928,-0.0011296459,-0.01502702,-0.10390364,0.16697145,-0.00019264221,0.0023480281,0.0053870287,0.0031200182,0.022236459,-0.021409126
44,0,0,40,1,1,0,0,0,1,1,0,0.50562733,1,-0.100310035,0.0027060695,0.0060773026,-0.115934886,0.20583162,0.014969161,-0.0037091076,-0.008287519,-0.011605058,0.004442407,0.0010370333
19,0,0,20,0,1,1,0,1,1,1,0,0.2702859,0,-0.02371109,-0.0018821121,0.0065820543,-0.005791338,0.011098081,0.0020457453,0.14449543,0.0008147948,0.06528098,0.009618448,0.0041681803
40,0,0,50,1,1,0,1,0,1,1,0,0.30087864,0,-0.033922803,0.0013239009,0.0003439181,-0.06558852,0.10113687,-7.464201e-05,-0.010141493,0.06577091,0.0036923124,0.008861389,0.009270124
21,2174,0,40,1,1,1,0,1,0,1,0,0.26979557,0,0.0013825923,0.00015730318,0.012041859,-0.048989933,0.059310332,-0.020666437,0.15219928,0.0014396682,0.06199631,-0.015123017,0.003961272
42,0,0,35,0,0,0,0,1,1,0,1,0.5918772,1,0.08290602,-0.006938465,0.0025196262,0.089166656,-0.009592712,-0.008746237,0.0030975826,0.0039600506,-0.15903485,-0.0035471357,0.0023043081
25,0,0,40,1,1,1,1,1,1,1,0,0.26903898,0,-0.013506777,0.0015692227,-0.0013749106,-0.01604418,0.028126653,0.003999886,0.047623727,0.014907721,0.026969481,-0.0032612744,0.012932498
39,0,0,24,1,1,1,1,1,0,1,0,0.269111,0,-0.006489615,0.021165539,0.017217964,-0.012093058,0.044607565,-0.013183528,0.07449215,0.03219145,0.035598885,-0.014030134,0.0013441043
50,0,0,49,1,1,0,1,0,0,0,0,0.2790843,0,-0.026892997,-0.0039779274,0.007337024,-0.034418806,0.05287096,0.0037875085,0.001612676,0.04335673,-0.0015138654,-0.0028075024,-0.0019207742
59,0,0,45,1,1,0,0,0,1,1,1,0.5122421,1,0.13194615,-0.00706267,0.008758342,0.11338375,-0.16179498,-0.02372037,-0.00020789169,-0.0032048263,0.0010120478,0.012790641,-0.0005601831
21,0,0,40,0,1,1,1,1,1,1,0,0.26936772,0,-0.0137292715,-0.0021901699,-0.00070473715,-0.015226778,0.016769659,0.0060731415,0.08509276,0.03498957,0.03646181,0.010997735,0.0013857476
34,0,0,48,1,1,0,0,0,1,1,0,0.44024885,0,-0.076569304,0.0021616425,0.0044350643,-0.11679704,0.19372329,0.0036290847,0.003474811,-0.0053481776,0.0035814755,0.007959826,-0.010513032
61,0,1902,40,1,0,0,0,0,1,1,1,0.72831154,1,0.053556792,0.0027738027,0.08655642,0.03642326,-0.05808699,0.0043256655,-0.00211028,0.004949402,-0.0041867793,-0.0077066533,0.01051202
44,0,0,60,1,0,1,0,1,1,1,0,0.27051428,0,-0.040554468,-0.00056603085,-0.016118817,-0.037674025,0.06354124,-0.0071338397,0.19455494,-0.015685763,0.07216126,-0.022854205,-0.009453139
56,0,0,65,0,0,1,1,1,1,0,1,0.26969373,0,0.04068453,-0.01676535,0.0027447434,0.053933337,0.01658742,-0.008850114,-0.116517045,-0.039932787,-0.048366122,-0.0072557484,-0.007139887
39,0,0,50,0,0,0,0,1,1,1,1,0.6611374,1,0.04934255,0.0066917613,-0.0014963672,0.099184364,-0.0057041794,0.0056927055,0.0042119324,-0.0014062375,-0.11387602,-0.0084004775,0.01857245
36,10520,0,40,1,1,1,0,1,1,0,1,0.29289412,0,0.04278552,0.08829506,0.0028478433,0.03368756,-0.13184449,0.04325253,-0.27430934,0.013479482,-0.09921015,0.013358938,-0.01617832
45,0,0,40,1,1,0,0,0,1,1,1,0.6545146,1,0.068817995,-0.008348722,0.0076801404,0.09770716,-0.13064891,-0.0073071755,-0.0016799532,0.0034523457,0.0012375005,0.0040821806,0.00956174
22,0,0,10,1,1,1,1,1,0,1,0,0.26901904,0,0.017547455,-0.008247668,0.0045626643,-0.0038901046,0.031057997,-0.0016750392,0.05350824,0.021185918,0.030503605,-0.0054563894,0.0047810506
42,0,0,40,1,1,1,1,1,1,1,0,0.26909775,0,-0.020117313,0.0071831057,0.016528547,-0.01686364,0.03831676,-0.0018478127,0.070975386,0.042797964,0.035255004,-0.007194561,-0.014561253
33,0,0,40,0,1,1,0,1,1,0,0,0.2804796,0,-0.01078256,0.011376231,0.02536318,-0.0073337117,0.010026539,-0.03674317,0.38092822,0.007891272,0.062391892,-0.052879363,0.024099467
30,0,0,50,1,1,0,0,0,1,1,0,0.44137305,0,-0.03778305,0.0070283413,0.0028889477,-0.13503909,0.19851124,0.011399966,-0.008838886,-0.0022528693,0.004191652,0.016409555,-0.0145592205
37,0,0,45,1,1,1,1,1,1,1,0,0.26996252,0,-0.016531643,0.008680701,-0.011401656,-0.0704847,0.09111884,0.01571275,0.19268133,0.010929309,0.040922575,0.030361442,-0.0018124798
22,0,0,20,1,1,1,1,1,1,1,0,0.2689998,0,0.0007413059,0.0028659443,0.002212804,-0.021223648,0.02854005,0.0018781424,0.0658121,0.023663344,0.040547647,0.0020617242,-0.024323441
38,0,0,40,0,1,1,1,1,1,1,0,0.27181226,0,-0.038845126,0.0061624907,0.008351778,-0.06184715,0.005366737,0.037944965,0.25638387,0.052560735,0.06560054,0.02129443,-0.049832277
39,7298,0,40,1,1,0,0,0,1,1,1,0.61101615,1,0.07373627,0.19151892,-0.004058931,0.10211578,-0.14915809,-0.010653529,-0.005482804,0.011650886,-0.0030049942,-0.0002142489,0.0052213892
52,0,0,60,1,1,0,0,0,1,1,1,0.7047487,1,0.066784605,0.004204415,0.00019856915,0.106373705,-0.09857677,-0.009358685,-0.0015850812,0.010077264,0.0018072277,-0.007165529,0.014025971
49,5013,0,45,1,1,0,0,0,1,1,0,0.7070343,1,-0.068814956,-0.08079389,0.00245025,-0.07261052,0.09441857,0.0054712184,-0.0032682829,-0.00675077,-0.010567445,0.0118072145,-0.0010057054
57,0,0,40,0,1,0,0,1,1,1,0,0.48947555,0,-0.116852544,-0.019098666,-0.007960577,-0.100641325,0.002910886,-0.0026728623,0.012992449,0.0069340803,0.19173855,0.0012090951,-0.018354233
22,0,0,40,1,1,1,1,1,1,1,0,0.26908034,0,-0.013645086,-0.00039867684,0.0187434,-0.04111495,0.036047973,-0.0010943818,0.06919382,0.028517595,0.03168485,0.0013438095,0.0015522144
49,0,0,40,1,1,0,1,0,1,1,0,0.2744111,0,-0.0151447775,-0.0004215954,0.0032743397,-0.019432204,0.027218632,0.0041605458,0.0012787924,0.020717174,-0.0011637,-0.0018021298,-0.00022943132
49,0,1848,44,1,1,0,0,0,1,1,1,0.69038707,1,0.106259026,-0.010515317,0.2304986,0.11305421,-0.13518298,-0.009110846,-0.004193153,0.002647739,-0.0038048215,-0.0053276233,0.028143808
65,0,0,16,1,1,0,1,0,1,1,0,0.3742087,0,-0.13717066,0.034786455,0.007817448,-0.03548798,0.19295287,-0.0015327204,-0.015360537,0.12326577,0.0022196928,0.012392183,-0.018703394
54,0,0,40,1,0,0,0,0,1,1,1,0.6724837,1,0.0941421,-0.00087989494,0.008497972,0.091989055,-0.1214582,0.013033409,-0.00406307,-0.0010913312,-0.007973954,-0.016776204,0.013712324
26,2354,0,40,0,1,1,0,1,1,1,0,0.2717884,0,-0.0052724387,-0.009560732,0.010175543,-0.037788413,-0.009431162,-0.007203493,0.2298486,0.004668543,0.07609243,-0.013712305,-0.023102172
45,0,0,35,0,1,0,1,1,1,1,0,0.3298797,0,-0.054653592,0.0018176802,0.009246401,-0.044889882,-0.004169805,-0.005876212,-0.00832479,0.0991937,0.12117721,-0.0041209348,-0.013198466
37,1506,0,40,1,1,1,0,1,1,1,0,0.26955637,0,-0.002719442,-0.028074915,-0.019699154,-0.031762637,0.052966,0.0125112785,0.12740993,0.00083456095,0.06491136,-0.011419322,-0.003980955
41,4386,0,60,1,1,0,1,0,1,1,1,0.58930176,1,0.083712906,0.107258886,-0.010038879,0.14636417,-0.1638532,-0.019738112,-0.0030967519,-0.12608986,0.019304555,-0.0015491322,0.009988133
26,0,0,40,1,1,1,1,1,1,1,0,0.26904172,0,-0.00076371647,0.005285367,0.0031765318,-0.014430444,0.02847818,-0.012472556,0.05978835,0.016850898,0.032463353,-0.0024136575,-0.0007293114
58,0,0,40,1,1,0,1,0,1,1,0,0.36307377,0,-0.09180964,0.006144281,-0.012422536,-0.06972894,0.13986345,0.0145571865,-0.012266207,0.12396981,-0.011937276,0.004480867,0.0039785523
26,0,0,15,1,1,1,1,1,1,1,0,0.2693353,0,-0.012515901,-0.007908317,0.0039767227,0.005723595,0.031611096,-0.014937437,0.14361311,0.033353988,0.054004263,0.006074471,0.01535001
70,0,0,18,1,1,0,0,0,1,1,0,0.3139727,0,-0.07520607,-0.0020748558,0.0038595684,-0.013983252,0.089897804,0.0051452564,0.0008668043,0.0007095474,0.0049511464,-0.0005763436,-0.0016288478
26,0,0,40,1,1,1,1,1,1,0,0,0.2689979,0,-0.009526536,0.0040894183,-0.003332221,-0.014818902,0.01676604,0.0040676733,0.04181843,0.018601216,0.024786154,0.011670144,-0.0027211178
27,0,0,35,1,0,1,0,1,1,1,0,0.27255338,0,0.003036659,0.017299535,-0.0045592505,-0.019723792,0.055196837,0.022941016,0.22161837,-0.01837635,0.021860693,0.036536466,-0.024936235
38,0,0,40,1,1,0,0,0,1,1,0,0.43005037,0,-0.054028552,0.00018366985,-0.0062062405,-0.09826618,0.19125518,0.012360595,-0.005437578,0.0056162775,0.0048482325,-0.0032069515,-0.024779217
52,0,0,40,1,0,0,1,0,1,1,0,0.35566705,0,-0.09894669,0.002015776,-0.0034272657,-0.08938718,0.19483462,-0.0009717811,0.01114027,0.12372145,0.007937514,-0.0071213376,-0.024735091
44,0,2415,55,1,0,0,0,0,1,1,1,0.728209,1,0.036802754,0.012114037,0.13231675,0.07150569,-0.07670476,0.0015859008,-0.0059621297,-0.005566731,0.0035374872,0.011576984,-0.0006744899
52,0,0,40,1,1,0,0,0,1,1,0,0.29818937,0,-0.04799313,0.0028688319,-0.00015582352,-0.0432426,0.08299814,-0.0005293812,0.0060912655,-0.002866148,-0.0020719147,0.0033048186,-0.0070611127
46,0,0,40,1,0,0,1,0,1,1,1,0.5403912,1,0.08592009,0.014344394,-0.016047692,0.07579239,-0.16009,-3.5628676e-05,0.010958074,-0.12219374,0.005465977,0.003254529,0.029527605
42,0,0,25,0,0,0,0,1,1,1,0,0.461908,0,-0.08866464,0.0018659383,0.015392618,-0.08621098,0.0022106338,-0.002602024,-0.017599713,0.0061613545,0.19082591,0.008619398,-0.024569008
